,mean_shap,abs_mean_shap,std_shap,count,class_dist
っ,0.008673282339363401,0.009872824776565332,0.013651529797168768,7,"{0: 4, 1: 2, 2: 1}"
 それ,0.008339723649987718,0.009636348755884682,0.012802042884917968,6,"{0: 1, 1: 4, 2: 1}"
 前期,0.008231981293843182,0.008231981293843182,0.0093334756838878,3,"{0: 1, 1: 1, 2: 1}"
 だ,0.007700179727861697,0.009551717778548637,0.013653086052893301,9,"{0: 1, 1: 7, 2: 1}"
 1,0.00758033264329632,0.014289332925597722,0.023472200022309157,7,"{0: 2, 1: 2, 2: 3}"
 も,0.006990178913163105,0.008456165837168144,0.014566169405121197,45,"{0: 10, 1: 24, 2: 11}"
る,0.00689593638582709,0.009839705515492866,0.018905534017756347,9,"{0: 2, 1: 6, 2: 1}"
 最初,0.006259674541979621,0.008793071988293377,0.013793656406889341,4,"{0: 0, 1: 2, 2: 2}"
 講義,0.00597034621344415,0.010662262280793816,0.013774615888405211,20,"{0: 5, 1: 12, 2: 3}"
 この,0.005878468419138543,0.00705640886113254,0.009843838012298083,5,"{0: 1, 1: 3, 2: 1}"
 自分,0.00568024288312093,0.00970344919088954,0.014945084007146937,16,"{0: 4, 1: 8, 2: 4}"
 より,0.00565060200536512,0.007157830962114531,0.008641660283656247,6,"{0: 1, 1: 3, 2: 2}"
 つい,0.005592918666479818,0.016688644748683146,0.02312965510427786,12,"{0: 2, 1: 6, 2: 4}"
 か,0.00546377721164655,0.012347336844977368,0.02860259936689717,28,"{0: 10, 1: 13, 2: 5}"
 生活,0.00539259761262656,0.00539259761262656,0.005862719598210568,3,"{0: 0, 1: 2, 2: 1}"
