,mean_shap,abs_mean_shap,std_shap,count
 なっ,0.02535640362041571,0.026127032002347114,0.036082593042457464,240.0
 製作,0.025290758510285134,0.02676179762420361,0.03014742641946801,6.0
 活用,0.025238413297576392,0.025238413297576392,0.024096674707596914,35.0
しかっ,0.024915932876789334,0.026476325893619066,0.04259645711347189,21.0
 学問,0.02491079649189487,0.026332013570936397,0.037784921723211566,5.0
 幅広い,0.024885454947555747,0.024885454947555747,0.019576462824436397,6.0
 高まっ,0.02484473502118449,0.02484473502118449,0.017642955077801097,5.0
 驚き,0.024831751738949814,0.024831751738949814,0.022735403971173507,6.0
 もと,0.02477966371970909,0.02477966371970909,0.013933493309471424,9.0
 イメージ,0.024761268825410274,0.024761268825410274,0.008414238803830736,6.0
 解説,0.024726830560225784,0.026251418090816516,0.033323592715289146,94.0
 環境,0.0246049358293935,0.025070268195257168,0.03176933652389221,63.0
気,0.02453442583958219,0.025382884638799754,0.02631890656975024,7.0
 変わっ,0.0241926202448667,0.024684937989513857,0.024453334945860796,5.0
 チャレンジ,0.024090303542990504,0.024090303542990504,0.0195088372355496,5.0
 交え,0.023867816977144685,0.023867816977144685,0.014898744131524193,5.0
 入り,0.02385147165323478,0.02385147165323478,0.01503712649040695,14.0
 触れ,0.02377440957585085,0.02385875095280767,0.019991529480157,21.0
っ,0.02368862414533348,0.02509712518924379,0.05695154930477456,107.0
 行動,0.023505075988209424,0.023505075988209424,0.01562012103419356,20.0
 組ん,0.023490633889014133,0.02428598976766807,0.02810131068428433,5.0
れ,0.023403590217425385,0.024173526311710672,0.03175078805193898,90.0
 られ,0.023341935489006135,0.02384083009353389,0.02744948282320861,83.0
 下さ,0.023311854042306852,0.025812748366539986,0.01889361242987342,15.0
 いれ,0.023119120778070795,0.02428577755371156,0.027570279120346253,59.0
 見直,0.023109756120097268,0.02553216435264732,0.042398889794956374,11.0
 イラスト,0.0229070606364985,0.024113364909135272,0.023138106767560153,5.0
 解決,0.02289890589593102,0.02317183270342401,0.024711570881775505,32.0
 広く,0.022793174496369566,0.022793174496369566,0.013206029988420888,7.0
 ビデオ,0.0227778765705058,0.0227778765705058,0.010561180442291757,5.0
 通じ,0.02277154224305674,0.02282757851775253,0.028510891904276425,16.0
 物事,0.022668218488494554,0.024702461366541684,0.025758112376825237,15.0
 使っ,0.022666283587945996,0.023003637456969594,0.026244271110704792,48.0
 御,0.022651622779270086,0.022651622779270086,0.012791315143072834,6.0
 重要,0.02250357111663943,0.02270283337194068,0.0327083133299727,85.0
 やり,0.022472585034397818,0.023044086871948692,0.03261046153561035,63.0
 日本,0.022347028955220255,0.02290506565555535,0.02339851460600154,43.0
 持つ,0.022163215575929877,0.022779640275410504,0.031707391134005836,22.0
 新た,0.022114962937290934,0.022114962937290934,0.010732971367257323,15.0
 進める,0.02205285410450003,0.0251520150731074,0.033232704345560506,18.0
 着け,0.022024877588055696,0.02260112515777553,0.015829393249912314,13.0
 科学,0.021990928995506292,0.023874377248062555,0.030661901544406144,12.0
 通信,0.021912664384338615,0.021912664384338615,0.011508999106716348,6.0
 体験,0.021901531496809186,0.028734305713118375,0.03737025155863518,15.0
s,0.021876088417941593,0.022556916419444736,0.025320305818416693,27.0
 地域,0.021831082246208097,0.022794516008289065,0.020487789049147366,25.0
 曲,0.021767212558188476,0.021767212558188476,0.01132662170482724,5.0
 通し,0.02171647958923199,0.021829196030296753,0.020233351119937303,103.0
 目標,0.021677094651449333,0.021979580563465315,0.04022213949519132,16.0
かせ,0.02165092099166941,0.02183427107229363,0.029600444315009886,5.0
 動き,0.021611090435423346,0.023796270762735123,0.022138937415423308,6.0
 ニュース,0.021581886770686003,0.023427403101647672,0.02780947682771822,7.0
 思え,0.02151263098674549,0.02151263098674549,0.021890906214760673,10.0
 動作,0.02146718827740794,0.021739944525810035,0.023034412912143143,6.0
 有り,0.02140296034655424,0.02288479671721237,0.01706548930675657,6.0
 ゲーム,0.021314446929318366,0.022150402584520633,0.02505968149241388,5.0
 協調,0.021308880277501885,0.021308880277501885,0.01478804160692306,8.0
 取り組ん,0.021143155808354998,0.02126398558320658,0.03528980160750221,80.0
 ディスカ,0.021126730661643178,0.022696423246280142,0.02276528553851365,19.0
 完成,0.02112055230203883,0.02112055230203883,0.0170513053914525,7.0
 仕組み,0.021032863869139957,0.02166698115043718,0.029337617192521672,25.0
 つける,0.021017270998786926,0.023488163319827098,0.020171319289353184,59.0
夫,0.020934785271757565,0.021439675698358033,0.025264501724670048,80.0
 健康,0.020845271809460046,0.021793122147159817,0.03199127166025235,26.0
 進む,0.020842033335481704,0.02139479301591304,0.01846041493650823,7.0
 見つけ,0.02084137786157953,0.020916700227535327,0.022239057890431003,10.0
 見れ,0.020802443760244684,0.02170251363763357,0.019415913793527285,10.0
 けど,0.020697233556567662,0.024635927549974526,0.027713392791518562,69.0
 構造,0.020643658439894352,0.02076730130420401,0.036055502674750065,8.0
 臨む,0.02062919662275817,0.02062919662275817,0.013881817232892738,6.0
 つく,0.02062344423544787,0.021514927946669912,0.020393886380472674,13.0
セル,0.02061254589789314,0.022507030919950922,0.020362626301165487,10.0
 受ける,0.020494255621941522,0.0213885346473544,0.02694882362242474,85.0
 経験,0.020471060222232655,0.020600455482923215,0.019638091340708055,35.0
 め,0.02034702902456047,0.020918749713746364,0.021108893713496637,5.0
 知ら,0.020313431825402926,0.02113800944717979,0.02588800161516662,61.0
 交流,0.020270480148173863,0.020270480148173863,0.018491731029359755,16.0
 論文,0.020235389944718917,0.022021743789809988,0.03357452946239161,8.0
め,0.020165552698658166,0.023774532986635167,0.03478277783487176,87.0
 わかる,0.02015542059289842,0.022071546987939672,0.03441470924286391,22.0
 選び,0.02014617783265532,0.022390026396758567,0.029645549332702355,5.0
 繋,0.02014067150960742,0.02014067150960742,0.018354268801628715,6.0
 関,0.020123052542780497,0.020612338251825856,0.024757336611480177,80.0
 受け,0.02010988870750827,0.02087541710180973,0.025368362041155893,151.0
 実行,0.019909520325503156,0.019909520325503156,0.019242515395592737,6.0
 今,0.019889090234944506,0.020165181458885583,0.024722125283389806,123.0
 使い,0.019844802117586654,0.02013870928304946,0.023476041025781446,46.0
 考える,0.019839548072491713,0.021151256306804367,0.018931672225984714,97.0
 感じる,0.01972553290395069,0.020679883530595633,0.025718804770700415,35.0
 化学,0.019685033382165852,0.021265682555241115,0.05218424236011285,39.0
yth,0.01960756511673228,0.020059151481190283,0.02727314821035853,6.0
 正しい,0.019511825671846356,0.019511825671846356,0.01938316352291925,6.0
 欲,0.01949330142588904,0.019636623386571222,0.015460888897575867,7.0
 定着,0.01948829802182057,0.019908135604473253,0.023683243425700832,19.0
 研,0.019442292407461557,0.019442292407461557,0.0235495231840712,8.0
 あっ,0.019430042925094097,0.020472743772105655,0.02285204601939266,216.0
 実感,0.019358320152952954,0.020651911921498466,0.029594343092728088,18.0
 こそ,0.019282452974221088,0.019282452974221088,0.02347631404768937,5.0
 ロボット,0.01922912643476593,0.022079174892193503,0.02064092202312831,12.0
しい,0.019217946475276724,0.021612652040962514,0.02221203230463843,28.0
 応用,0.019152907649612312,0.02104138321034201,0.023732840560691373,58.0
 参考,0.019134850431804806,0.021991257406674698,0.04095614429164055,39.0
 政策,0.01911469106998993,0.0192511132961954,0.024505005240658535,5.0
 実践,0.01899329279339149,0.019064725767048825,0.030818537511009023,28.0
 事件,0.018972138355904743,0.019929682124627736,0.020526739606268624,6.0
 マイ,0.018948658181519324,0.018948658181519324,0.011702784920883334,6.0
 ミニ,0.018899891308627466,0.023874577107702723,0.020416288243537705,13.0
 社会,0.018887679286451072,0.019713171139962564,0.026473042534669356,121.0
 学習,0.018881931985755763,0.020411398608152283,0.023940129178578934,141.0
 チーム,0.018798363632082333,0.019120462891211512,0.01861645751806652,25.0
 専門,0.018724232997954726,0.019830621948315637,0.02482477987756379,51.0
 積極,0.018720569699101932,0.019400067188233568,0.023997145090577578,87.0
 早,0.018702793107149774,0.023318599291451393,0.03191385056003177,10.0
 ビー,0.01865637740573018,0.02098439392122802,0.02948980322638055,9.0
 進め,0.01864294725904198,0.01887451775270906,0.017812228595958164,29.0
 場所,0.018600940051934838,0.018864791692370392,0.014167188262966349,6.0
 討論,0.018569490994802134,0.02199190131917324,0.019782849690053207,6.0
 表現,0.018433135760670457,0.019123367901416853,0.019182402665926367,13.0
 法,0.018429929259400523,0.02103993549262668,0.022880839151444853,32.0
 プレゼンテーション,0.018416922023932688,0.021306991796671736,0.02746504133597326,19.0
 具体,0.018412157621389983,0.019026167929444258,0.022083421536438053,25.0
 デザイン,0.018350823491652374,0.018885292115316372,0.02626373574415517,10.0
ご,0.018313524959376083,0.020851826685247942,0.02141879033459558,5.0
 現代,0.018306567253603134,0.019684164006321225,0.01819636408681855,14.0
 受講,0.018221204024377574,0.019444997529753788,0.023503465349033175,76.0
け,0.018164763488329384,0.020534019105449695,0.028471200993047962,58.0
ce,0.018156572553663767,0.018722508084411654,0.01901166490624796,22.0
 たち,0.0181466335020899,0.01856691423234366,0.019071596529089224,37.0
 存在,0.018128096636792178,0.018128096636792178,0.02063748801365315,5.0
 すご,0.018040598221265268,0.020902880637109943,0.026822793163045103,20.0
 心配,0.018019900353815153,0.024184570985938254,0.04247617856164513,14.0
 こと,0.01800553800368933,0.01989507920291111,0.02522676724967242,2382.0
 人生,0.017981016569441028,0.022698475608194713,0.029662546546011487,12.0
 与え,0.01791314932883584,0.018097663720254786,0.02900639282379527,14.0
 生物,0.017834172603739495,0.01840800710862933,0.018763201395741093,33.0
 反映,0.017793425794479845,0.017793425794479845,0.014201448720509434,6.0
 付き,0.0177793779298091,0.02320619717754147,0.025992215026831657,7.0
 昔,0.017683177637688157,0.02078097634209068,0.03731343576205282,12.0
 実際,0.01758706638130992,0.019713028120766467,0.022452089853880884,52.0
 もらえ,0.01756402047792575,0.02036732618183152,0.02834210437907977,29.0
 言葉,0.017529678943040045,0.018946148433315102,0.026075186062246597,19.0
 紹介,0.01747715697061116,0.01747715697061116,0.018029568808213128,14.0
 貰,0.017419285088960478,0.017419285088960478,0.019195645747809586,10.0
 用語,0.017395868075240364,0.02302355446421455,0.04359758589979643,13.0
まり,0.017384687631140247,0.01849650952275484,0.01791217743653018,13.0
 書け,0.017365195375903027,0.018212935753689197,0.030552660746381452,9.0
 語,0.017327087169791724,0.019156238532945593,0.026807052452657743,32.0
 普段,0.017316664829368597,0.02006467716732697,0.022405392995926202,42.0
法,0.017268924342351964,0.017268924342351964,0.014250265135681851,5.0
 人前,0.017190815318463136,0.019191632714500882,0.021074192160391584,5.0
 事,0.017160572328082296,0.018832884526030477,0.022253447907196362,83.0
 行わ,0.017128548348409822,0.017128548348409822,0.02329659705808625,8.0
 あり,0.017121026725337017,0.01759896941093811,0.02584323457824125,252.0
 努め,0.017099334666834203,0.017099334666834203,0.01243793843286663,6.0
 my,0.017087978890474333,0.01742420878014045,0.01840851642781919,13.0
 この,0.017085153957310844,0.017312265573208505,0.02444280960164915,288.0
 深い,0.017061899751882135,0.017557331722650303,0.015698682222409156,19.0
 工学,0.016956318824837117,0.017478860419123315,0.020113193915782538,21.0
 似,0.016947725784525067,0.017931629554368556,0.01451016506994886,9.0
 関わり,0.016783895033976086,0.017297718453145143,0.017230468331184565,8.0
 場,0.016763886439355977,0.01680129427720964,0.01681263499086313,12.0
 対応,0.01675215357851816,0.017535486586153486,0.027021676016050517,19.0
 本当,0.01674019341117595,0.016817843166371464,0.01666008456998069,21.0
 頑,0.016560950147274482,0.016720767151101063,0.023621128397573,244.0
 共有,0.016452299884258538,0.017120089988020483,0.01160455560555343,5.0
d,0.016387673345426478,0.01698101974463376,0.021257249596499328,19.0
 活動,0.016347166695924127,0.017283737337937442,0.029965814021797557,55.0
 取得,0.016332905137825933,0.017698345762341243,0.02024074861461153,13.0
 加え,0.016293218515718803,0.016293218515718803,0.01455491728406704,6.0
え,0.016288620998219455,0.016709705993388703,0.020823964701942973,17.0
 思う,0.01626469753099795,0.01894970506408213,0.024187855910533677,194.0
 自信,0.01623484278146255,0.01717500031372765,0.015863502484455408,6.0
 参加,0.01622135142468611,0.01689669882441705,0.019492101575123044,53.0
 より,0.016207803091173877,0.01732495909557653,0.01975981601011412,160.0
 深く,0.016198811400029288,0.017515010346783277,0.017119362732578945,71.0
 作品,0.016182284743141886,0.016529442448154442,0.019560713342225592,15.0
 付ける,0.016147274457897952,0.018940321916806356,0.023613669548823202,8.0
丈,0.016131586922490768,0.022972567210906944,0.028972391755833302,80.0
 分野,0.016116902150658616,0.016363062590758863,0.018001124312498513,53.0
 用い,0.016112959256771274,0.016589228764163896,0.017324590501898423,30.0
 懸命,0.0161052370982361,0.018287022232834717,0.02463226776533954,5.0
 意欲,0.016093856102521557,0.01793394247501315,0.016845995431648123,21.0
文,0.016087649500884885,0.01865077716666537,0.03093847605731063,8.0
 発展,0.016045415209428086,0.016135459668216397,0.013826511280053752,22.0
 プレゼン,0.016037538082986913,0.017271989590879756,0.018570169652701828,19.0
 助け,0.016035846259088524,0.016035846259088524,0.007840752516761243,5.0
 生,0.015999373978081828,0.016416530197818906,0.0225334564699029,40.0
 詳しく,0.015959580388888124,0.019687014586266326,0.02205116866378054,94.0
 方法,0.015950167549319626,0.017016059751313175,0.022003593301939482,42.0
 動画,0.015874607964088207,0.017664769411930837,0.021776467592747185,110.0
 協力,0.01583374952760638,0.018447764969837077,0.024591649171119192,45.0
 英語,0.015777538247862627,0.01811842039503792,0.02471919115500015,150.0
 かつ,0.015714833136371453,0.01579174455166919,0.01609727106433213,7.0
 様々,0.015687197538427972,0.01673661663466396,0.018276191163122023,97.0
ば,0.015678539320196694,0.01732228276903371,0.019235651388608437,13.0
 習っ,0.015678450158302746,0.017077010730622504,0.01851891108490009,41.0
 配信,0.015672054332327188,0.015855403652496856,0.017916907734147024,9.0
 読ん,0.015632829436314447,0.015632829436314447,0.020616474003484764,15.0
 起こっ,0.015616405645535755,0.015769802156986163,0.014012034123527903,6.0
 コミュニケーション,0.015437145518022291,0.02015488079593131,0.025425908914420117,116.0
 一番,0.015312129443420369,0.01755191228151831,0.01774465735054233,11.0
 統計,0.015308507715770574,0.016499733475469472,0.01679283393499072,9.0
 ござい,0.015302876517835476,0.02111469645224618,0.023650454472279335,279.0
 実験,0.015270258426213532,0.01946066549226742,0.029489618386847945,84.0
 形,0.015266884637150304,0.01669287544063991,0.015554363238248511,13.0
 韓国,0.015203017824335672,0.015203017824335672,0.010287463123856925,14.0
 ディ,0.015164616362017113,0.016821741590683816,0.018034870787336357,10.0
 初めて,0.015159687031966308,0.016489347976423503,0.015805692361570943,66.0
 だろ,0.015149572329149425,0.015149572329149425,0.014955302992672871,6.0
 すすめ,0.01514791346630006,0.01965364092182676,0.027033604148487676,34.0
 易,0.01504821275749498,0.01846846641284435,0.030457133703364676,6.0
 聞き,0.015036148933549917,0.01617484878762134,0.03314324676132723,61.0
 伝える,0.015024929227971976,0.015024929227971976,0.011148505417483273,6.0
 聴く,0.014980772463928184,0.014980772463928184,0.013547999223343914,6.0
 家族,0.014962253078313855,0.016499234953597706,0.013319776610954586,9.0
と,0.014902281339635438,0.016255297823698556,0.028470040456852336,20.0
